OBSERVATION,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,TEMP,PRE,RH_OUT,WS,V,TP,E
53689,22.6,41.73,20.79,40.93,22.79,39.16333333,21.39,38.76,20.2,49.46666667,10.93333333,20.29333333,21.32333333,30.7,24.6,38.5,20.5,37.4,11.1,751.25,60.16666667,3.833333333,40.0,3.57,130.0
53690,20.39,36.62666667,19.0,35.96333333,21.53333333,35.09,19.85666667,35.76,18.39,39.96333333,2.23,80.36,19.06666667,29.16666667,20.46333333,36.23,18.0,37.79,3.17,772.0333333,66.33333333,4.0,40.0,-2.6,50.0
53691,23.39,44.9,22.06,44.754,24.6,41.43333333,23.39,43.2,22.736,52.754,13.06666667,34.43333333,22.98428571,40.09,23.5,48.63399999999999,22.53333333,44.32666667,13.4,758.3,84.66666667,1.0,40.0,10.8,50.0
53692,21.2,45.16333333,20.7,44.09,21.23,48.02666667,18.29,46.59,17.62222222,57.96444444,8.39,99.9,15.8,44.27,19.40833333,52.69666667,15.76333333,48.79,7.82,767.55,97.33333333,4.0,56.33333333,7.45,50.0
53693,21.5,40.7,20.63333333,40.32666667,20.79,42.0,21.35666667,42.5,19.46333333,46.5,1.166666667,95.19,18.6,42.26666667,19.76,49.5,17.89,47.0,1.25,762.65,96.5,3.0,63.0,0.7,50.0
53694,22.34,43.4,21.6,43.0,21.7,44.73,19.1,44.59,19.2,62.17222222,11.39,56.79,18.79,40.09,22.08888889,51.58,19.1,49.26,11.8,741.85,59.0,9.666666667000001,40.0,3.97,40.0
53695,21.5,44.46666667,19.82333333,44.53,21.29,41.26,21.89,38.93333333,18.6,50.7,4.5175,86.475,19.1,35.93,20.39,42.02666667,18.5,40.15285714,5.8,756.5,81.0,3.0,40.0,2.8,60.0
53696,20.79,44.73,20.1,42.59,21.68,44.611999999999995,20.39,44.46333333,19.21,58.54055556,3.9666666669999997,95.39666667,18.29555556,39.42055556,20.39,49.01333333,18.29,48.8,3.95,758.5,90.0,3.5,29.0,2.45,70.0
53697,21.39,40.46333333,20.5,38.06333333,22.56666667,39.72333333,21.5,34.29,18.7,44.36333333,10.46333333,12.16666667,20.76,25.23,22.76,34.9,19.7,37.5,8.35,764.2333332999999,49.0,8.0,26.16666667,-1.8,300.0
53698,22.39,46.03,20.26,49.26,25.2,40.16333333,22.1,41.36333333,20.5,51.4,12.345,47.72333333,21.07142857,37.36857143,22.6,44.7,20.79,45.96666667,10.1,748.3,88.0,5.5,34.5,8.15,80.0
53699,20.89,36.5,20.1,35.5,20.46333333,36.76,21.79,33.95,17.7,45.62666667,10.22666667,23.26333333,20.32333333,29.72666667,21.1,35.62666667,18.0,40.82666667,9.88,759.2333332999999,54.83333333,1.166666667,22.0,1.22,50.0
53700,23.35666667,53.49333333,23.03333333,39.86,25.13333333,43.5,21.26,43.86,18.89611111,53.34777778,7.85,64.295,19.29,35.0,22.7,44.95277778,18.89,41.36333333,7.83,741.7666667000001,70.66666667,11.83333333,37.66666667,2.77,110.0
53701,24.40649351,37.52883117,23.56441558,35.32467532,24.85662338,36.76168831,24.19649351,38.13896104,21.37961039,50.37373377,18.54038961,6.288311687999999,23.37025974,35.43636364,24.46168831,40.89357143,22.1,38.39623377,16.2,756.1,57.0,1.0,40.0,7.6,80.0
53702,21.26,32.26,19.73,32.22333333,20.2,34.4,19.7,31.35666667,17.39,45.0,5.763333332999999,25.5,21.79,28.96333333,22.29,34.79,18.46333333,39.86333333,5.2,758.25,51.5,6.5,40.0,-4.1,50.0
53703,18.89,42.2,18.2,41.29,19.85666667,43.29,18.46333333,41.86333333,17.7,64.15666667,2.79,93.16,18.1,42.43333333,19.23,51.0,16.7,46.46666667,3.07,753.2333332999999,90.33333333,5.666666667,36.0,1.63,50.0
53704,22.23,34.53,20.03333333,35.93333333,21.79,34.2,20.29,35.29,19.76,82.56,2.463333333,46.25666667,19.5,28.7,22.79,38.32666667,19.0,33.12666667,4.17,754.3333332999999,83.66666667,1.333333333,40.0,1.63,80.0
53705,25.2,45.13333333,23.7,44.32666667,25.85666667,42.0,24.2,45.06,24.26571429,75.69428571,16.19333333,3.963333333,23.64285714,37.82428571,25.1,46.19333333,22.79,41.36333333,13.1,758.7,77.0,5.0,40.0,9.2,110.0
53706,21.6,47.06666667,21.1,44.82666667,22.06666667,46.02666667,20.2,46.0,19.81777778,50.05722222,7.123333333,98.33333333,18.67777778,42.42555556,19.84,49.28777778,18.29,48.32666667,7.3,756.7333332999999,90.66666667,5.0,40.0,5.87,60.0
53707,21.0,35.53,19.79,34.82666667,21.1,35.7,20.39,33.0,18.0,45.553999999999995,7.09,25.09666667,21.1,26.36142857,22.7,34.06,18.13333333,39.79,6.03,751.2666667000001,50.66666667,6.333333333,32.66666667,-3.53,80.0
53708,21.6,38.5,17.96333333,43.06,22.39,37.2,22.39,35.86857143,20.39,44.23,0.0,50.79,20.85,30.956,22.39,39.06,20.5,39.5,0.9,760.6,97.5,1.0,23.33333333,0.5329999999999999,50.0
53709,22.7,35.86333333,23.5,31.76,23.0,35.5,22.56666667,34.2,20.39,75.79333333,20.2,1.0,20.79,29.04,23.5,40.0,19.79,37.0,16.7,761.8,35.0,4.0,29.0,1.1,80.0
53710,25.2,47.5,26.0,43.7,26.1,43.79,25.48428571,44.33714286,24.0,51.09,22.82333333,4.163333333,24.96333333,42.29,25.245,48.145,24.1,46.79,19.6,744.2333332999999,61.66666667,2.166666667,24.16666667,11.9,60.0
53711,22.92666667,38.59,22.0,37.63333333,23.0,36.79,22.6,38.5,20.1,49.96666667,13.63,16.53,21.0,38.296,24.1,41.5,19.83285714,39.11142857,13.7,760.5,72.5,3.0,40.0,8.8,60.0
53712,18.96333333,37.79,16.89,40.09,20.29,37.9,17.5,37.26,17.89,53.66333333,2.79,77.3,18.16666667,32.4,20.5,43.23,18.06666667,41.36333333,2.83,745.1666667000001,92.33333333,7.666666667,40.0,1.7,50.0
53713,22.79,39.23,20.82333333,39.12666667,25.0,35.79,22.5,35.29,21.2,68.99666667,10.245,21.09,21.6,32.05142857,23.89,43.15666667,20.39,37.62666667,10.4,756.9,72.0,5.0,34.5,5.45,60.0
53714,22.79,39.5,20.5,40.82666667,24.6,37.9,22.745,37.5,20.18571429,42.7,8.8,39.59571429,23.5,36.356,24.0,40.32142857,22.7,40.611999999999995,9.3,759.8,88.5,2.0,45.5,7.45,50.0
53715,23.0,47.66666667,22.5,41.66333333,22.6,44.52666667,19.39,42.65666667,19.46944444,51.035,2.29,92.3,20.62222222,42.09,23.205,44.13277778,19.0,42.66333333,3.35,737.15,93.0,5.5,40.0,2.3,120.0
53716,19.39,44.29,18.53333333,44.29,19.79,44.16333333,18.03333333,44.29,17.17777778,52.0,2.4666666669999997,88.96333333,18.755,38.99444444,18.7,45.32055556,17.2,46.09,2.4,765.4333333,88.33333333,2.333333333,35.66666667,0.667,40.0
53717,22.2,39.2,21.1,39.43333333,22.79,37.73,21.0,39.9,20.23,53.26666667,12.05555556,22.27555556,21.39,32.86333333,24.30666667,42.36944444,20.56666667,40.36333333,10.6,751.3,60.0,6.666666667,36.33333333,3.1,80.0
53718,21.29,36.82666667,19.06666667,39.0,23.35666667,37.43333333,19.6,33.7,18.39,44.4,9.83,28.03,19.2,29.46333333,22.1,36.93333333,19.39,36.29,6.47,762.5333333,70.66666667,4.0,25.0,1.5,230.0
53719,21.29,41.7,20.7,40.0,22.5,43.09,18.79,40.93333333,19.1,51.0,2.73,92.09,19.81222222,41.14277778,22.23,48.565,19.1,46.2,2.5,739.2333332999999,93.16666667,7.833333333,40.0,1.52,70.0
53720,21.6,38.79,18.73,41.9,22.5,38.9,20.06666667,39.16333333,19.7,48.9,3.0,62.79333333,20.2,33.9,23.5,46.02666667,20.16666667,43.0,4.03,758.2,92.33333333,2.0,34.0,2.83,50.0
53721,21.2,44.93,20.39,42.7,21.6,43.76,18.79,43.7,19.1,62.41444444,8.366666667,70.76,18.7,38.46,21.08888889,48.72777778,19.2,45.76,7.6,745.5833332999999,75.0,8.666666667000001,38.16666667,3.4,40.0
53722,22.56666667,45.82666667,21.6,45.2,23.29,45.66333333,21.06666667,48.86333333,20.06111111,59.82777778,10.19,99.9,18.81777778,46.08,20.81777778,56.62055556,18.0,51.59,10.2,759.4833332999999,95.33333333,6.333333333,55.0,9.47,50.0
53723,23.0,35.16333333,21.29,33.65666667,23.73,33.29,22.5,32.772,20.92666667,40.66333333,9.39,1.0,22.17142857,26.29714286,23.79,33.43,20.73,38.36333333,8.67,757.35,50.66666667,7.833333333,40.0,-1.03,80.0
53724,20.82333333,33.53,18.5,35.02666667,22.6,35.09,20.1,31.85666667,18.89,39.7,2.645,22.445,19.39,27.03333333,22.13333333,37.66333333,18.7,33.02666667,3.43,756.1333333,77.33333333,2.666666667,40.0,-0.16699999999999998,50.0
53725,24.7,49.59666667,27.138,44.46,25.16,46.333999999999996,25.6,44.83714286,23.79,53.46666667,20.62714286,28.62428571,24.456,44.576,25.39,49.23,23.79,49.2,16.7,748.7666667000001,83.0,1.333333333,40.0,13.6,50.0
53726,20.7,35.46333333,16.79,42.2,21.7,36.0,19.7,33.2,19.23,40.1,-1.8633333330000001,61.93333333,20.32333333,27.79,21.6,39.26,19.39,39.09,-1.1,766.0,90.0,2.0,60.0,-2.5,50.0
53727,21.7,38.5,20.1,39.2,20.89,38.4,21.1,36.83333333,19.23,44.43,0.55,74.845,19.39,29.39,22.0,36.7,18.0,38.5,0.1,766.7666667000001,89.33333333,1.333333333,40.0,-1.43,110.0
53728,24.35666667,39.5,22.5,39.96666667,25.92666667,37.16666667,24.6,36.4,23.1,40.69333333,11.19,22.31857143,24.2,37.79,24.0,40.08,23.39,44.82428571,10.6,752.2333332999999,82.83333333,1.166666667,40.0,7.8,60.0
53729,19.82333333,34.96666667,19.125,32.2225,20.39,34.32333333,19.39,32.09,17.1,48.96333333,4.966666667,32.66666667,20.06666667,27.39,20.53333333,34.33333333,18.2,39.9,4.85,762.75,54.5,7.0,27.5,-3.65,60.0
53730,19.89,39.03,18.39,37.645,20.29,37.29,18.89,33.29,17.6,49.895,8.19,74.5,18.79,28.29,19.79,35.2,17.7,39.045,6.63,756.7333332999999,60.66666667,3.0,40.0,-0.6,50.0
53731,20.77875,35.32125,18.89,35.38,21.6625,39.5375,19.2,36.0975,18.05,46.2175,8.3175,80.4975,18.9175,32.4975,20.2,38.86857143,18.5,39.22,5.8,738.9,81.0,2.333333333,32.0,2.67,260.0
53732,19.5,37.0,16.39,41.29,20.55,38.0,18.5,35.2,17.6,47.0,4.19,62.23333333,18.5,35.73,19.79,42.96666667,17.6,40.2,3.9,747.35,72.0,7.0,40.0,-0.75,50.0
53733,21.89,40.59,19.32333333,44.09,22.85666667,39.66333333,20.39,38.59,20.0,46.7,6.03,55.9,21.7,37.5,22.772,41.59,20.16666667,41.82666667,6.57,751.3333332999999,96.66666667,1.333333333,29.0,6.03,50.0
53734,21.29,39.4,17.79,44.7,23.39,37.95,20.89,37.7,20.5,45.9,1.726666667,55.66,20.79,32.718,22.7,38.06,20.79,45.29,1.7,752.1,98.0,1.0,65.0,1.4,50.0
53735,19.16666667,44.09,18.2,44.09,19.7,43.76,17.79,44.29,17.1,51.9,1.2,93.4,18.285,38.99444444,18.30111111,45.4,17.0,45.03,3.07,765.8666667,89.0,3.666666667,27.0,1.4,40.0
53736,20.79,34.76,21.43,33.59,21.32333333,34.4,21.5,32.5,18.39,41.12666667,6.26,33.72333333,19.6,26.29,21.5,35.16333333,19.79,38.0,6.8,766.6,65.0,4.0,65.0,0.5,50.0
53737,20.73,40.49,19.42666667,39.4,21.35666667,40.06333333,19.29,38.9,18.39,49.95,5.8666666670000005,86.7,19.89166667,33.26,22.90944444,40.71444444,18.76,40.63333333,5.8,741.3,66.0,5.0,40.0,-0.2,100.0
53738,21.7,40.5,18.89,44.29,22.79,39.4,20.29,38.59,20.0,46.59,4.9,58.23,21.7,37.7,22.58,40.7,20.2,43.36,6.0,751.6833333,96.83333333,2.0,24.83333333,5.48,50.0
53739,22.7,44.26666667,21.5,43.5,23.1,40.76,22.46333333,42.79,21.18571429,47.08428571,13.16,24.22333333,21.92666667,37.4,23.89,43.26428571,20.82333333,41.26666667,13.6,750.6,75.5,2.0,40.0,9.25,90.0
53740,22.05,37.895,20.39,38.33333333,22.0,35.86333333,20.39,32.9,19.7,60.69333333,5.433333332999999,31.96666667,20.0,27.7,22.79,36.9,19.29,32.36333333,5.32,749.15,68.33333333,5.333333333,40.0,-0.15,120.0
53741,19.6,35.72333333,18.56333333,34.8,18.4725,38.2225,17.79,36.29,17.89,38.28555556,-1.326666667,90.7,17.445,28.62555556,19.29,38.02944444,15.96333333,37.29666667,-0.25,764.6,80.5,1.0,64.5,-3.25,40.0
53742,22.5,39.43333333,23.39,36.09,23.2,38.03,22.29,38.23,20.96857143,44.09571429,19.46666667,5.0,22.1,34.2,22.79,39.92,21.0,39.5,17.2,750.1,49.0,6.0,40.0,6.2,80.0
53743,23.5,44.4,22.5,43.79,24.39,40.59,23.5,43.16333333,22.89,54.48142857,14.25666667,24.09666667,23.0,40.4,23.29,46.38428571,22.56666667,43.9,15.4,758.1333333,71.5,1.8333333330000001,40.0,10.1,60.0
53744,21.1,46.09,19.82333333,46.62666667,21.79,42.79,20.2,45.43333333,18.5,53.5,10.69,90.56333333,18.5,44.4,20.5,48.9,18.73857143,47.32142857,8.33,750.8666667,97.66666667,5.333333333,42.33333333,7.97,60.0
53745,22.2,45.06,21.5,44.9,22.7,42.06,21.2,45.03,19.79,49.79,15.53333333,34.56,21.2,41.56666667,24.5,47.59,20.29,45.46666667,16.5,749.45,71.5,3.5,40.0,11.3,120.0
53746,21.7,38.43333333,20.1,39.12666667,20.89,38.43333333,21.03333333,36.62666667,19.29,44.15666667,-0.066666667,75.06666667,19.35666667,29.39,22.0,36.79,18.06666667,38.56,0.0,766.8833333,89.66666667,1.166666667,40.0,-1.47,110.0
53747,23.5,34.73,22.6625,32.5325,24.1,33.81857143,23.39,33.545,22.7,36.79,17.32333333,1.0,23.7,28.39,24.89,34.356,22.89,38.4,14.5,760.3,44.33333333,2.666666667,40.0,2.37,80.0
53748,21.6,40.36333333,18.79,44.56,22.6,38.29,20.5,40.16333333,20.93,80.2,6.4,66.59,20.42666667,34.53,23.0,44.43,20.29,43.06,5.93,754.0666667,94.66666667,1.0,50.0,5.17,70.0
53749,23.7,47.13,23.39,40.7,24.96333333,43.86333333,21.32333333,44.03,20.20388889,51.33333333,7.333333333,66.45666667,19.29,35.09,22.56111111,44.525,18.89,41.29,7.75,742.25,70.5,12.0,32.5,2.65,90.0
53750,19.5,39.06,16.7,42.0,19.89,37.09,19.1,34.66333333,17.5,45.26,6.4,39.66666667,18.0,30.6,19.2,37.79,17.7,38.33333333,6.15,744.35,59.0,9.5,40.0,-1.35,70.0
53751,21.2,41.5,18.65,45.145,23.2,39.96666667,20.6,38.79,20.31,48.09,4.896666667,44.79666667,21.39,37.7,23.39,43.925,20.39,42.59,6.67,752.55,87.33333333,2.0,26.33333333,4.67,50.0
53752,20.2,38.9,18.46333333,39.46666667,20.79,38.79,19.6,37.32666667,17.82333333,47.99333333,2.9666666669999997,81.59,18.29,33.1175,20.39,43.32,18.29,42.0,3.23,743.7,93.0,4.333333333,25.0,2.2,50.0
53753,21.1,39.9,20.5,39.7,21.79,37.66333333,20.0,38.76,19.46333333,44.93,14.6,18.09666667,20.29,34.32666667,21.39,39.79,19.73,38.32666667,10.7,755.6333333,73.0,2.666666667,22.0,6.03,60.0
53754,20.76,39.0,18.96333333,40.03,21.29,38.5,20.7,36.09,19.0,43.2,1.79,81.96666667,19.29,37.09,20.89,44.4,18.0,40.46666667,1.53,756.2,93.33333333,1.0,50.66666667,0.633,50.0
53755,21.39,39.09,19.1,42.43333333,22.39,37.7,20.39,39.36333333,20.82333333,84.53333333,8.866666667,57.95666667,20.29,34.56,23.16666667,42.76666667,20.1,39.4,7.0,754.4666667,89.33333333,3.333333333,36.33333333,5.37,90.0
53756,21.53333333,37.2,19.26,38.29,22.5,36.29,22.29,34.09,20.29,53.19333333,5.623333333,16.33333333,20.39,29.2,22.7,41.09,20.2,35.46333333,6.07,763.7,70.66666667,2.0,40.0,1.1,50.0
53757,25.1,48.09,23.6,48.718,26.39,45.2,25.478,45.356,24.03333333,58.5,14.1,55.05142857,24.79,42.97142857,26.29,51.12666667,24.0,48.0,14.5,745.9,95.0,3.333333333,40.0,13.6,60.0
53758,20.03333333,33.32666667,18.1,34.3,19.6,35.26,18.79,32.7,18.29,73.46,1.29,51.96,20.2,32.73,21.29,39.72333333,18.2,37.9,1.7,760.7,70.0,6.0,40.0,-3.3,50.0
53759,23.29,34.03,22.0,32.29,23.35666667,35.7,22.79,33.4,21.73,58.83,12.095,1.0,21.6,27.0,24.29,35.2,20.39,36.298,12.5,765.15,44.16666667,4.166666667,40.0,0.433,120.0
53760,22.39,42.63333333,22.0,40.63333333,25.2,39.76666667,21.75625,39.91125,20.89,47.7,13.33333333,19.66666667,21.39,34.616,23.35666667,43.06,21.1,43.5,9.97,747.0333333,71.33333333,5.333333333,40.0,4.97,300.0
53761,21.7,38.79,18.1,43.29,22.39,37.43333333,22.7,36.918,20.39,44.29,0.233333333,50.79333333,20.89,31.0,22.5,39.59,20.5,39.16333333,1.4,760.6,95.0,1.0,25.0,0.7,50.0
53762,21.85666667,42.86333333,21.1,42.03,22.5,44.0,20.6,42.1175,19.1,59.915,1.963333333,87.82666667,18.6,38.09,22.7,47.705,18.29,46.96666667,1.87,765.7,91.66666667,3.0,28.66666667,0.633,50.0
53763,23.1,48.45666667,23.65666667,47.19666667,24.66666667,42.96666667,23.1,45.03,22.48166667,48.695,18.23333333,38.19666667,22.79,43.156000000000006,23.39,51.4,22.89,48.494,14.7,756.3166667,90.0,4.0,26.5,13.2,50.0
53764,22.35666667,38.79,22.79,36.5,22.29,37.96666667,21.2,37.5,19.7,46.2,13.63,28.23333333,21.29,32.3,22.89,39.59,20.5,41.29,10.8,760.7,59.0,2.333333333,32.66666667,2.93,50.0
53765,21.63333333,36.5,25.1,30.76,22.6,35.03,22.125,35.29,19.6,44.23,16.32333333,1.0,19.456,29.66,21.79,38.5,19.79,38.5,11.4,764.0583333,56.33333333,2.083333333,29.91666667,2.88,50.0
53766,21.2,41.29,18.1,47.06,20.79,38.4,21.29,37.29,18.7,47.59,4.226666667,68.65666667,20.6,30.06666667,22.6,43.0,19.6,38.79,4.9,764.5,90.5,2.166666667,54.16666667,3.38,60.0
53767,23.5,45.62666667,23.5,42.79,24.6,41.09,23.7,43.2,23.6125,86.69625,20.26,1.0,23.2,40.02428571,23.29,48.656000000000006,22.6,44.12666667,18.3,758.0833332999999,58.66666667,5.0,40.0,10.1,110.0
53768,22.6,41.4,22.7,38.36333333,23.39,39.2,23.2,38.5,21.254,42.934,15.33,8.033333333,22.2,34.59,22.6,39.73571429,21.2,41.09,12.5,751.35,54.0,3.166666667,40.0,3.33,60.0
53769,20.865,38.5425,19.82333333,38.06,22.66333333,41.79333333,22.29,35.43333333,17.89,47.9,6.733333332999999,62.73333333,19.7,29.85,20.84,35.95,18.29,39.42666667,5.97,756.8333332999999,57.33333333,3.333333333,31.33333333,-1.87,300.0
53770,25.2,48.59,23.98625,48.23375,26.2,44.856,25.51428571,45.59,24.1,61.72666667,14.83857143,52.81285714,24.83,43.316,26.42666667,51.29,23.83,48.13399999999999,16.7,745.7333332999999,79.66666667,5.666666667,40.0,13.1,60.0
53771,21.39,40.595,22.595,38.9975,22.39,38.4,21.06666667,39.09,20.5,58.23857143,9.666666667000001,52.36333333,21.5,38.06,21.56,38.754,21.13333333,40.22333333,7.7,753.6,78.0,2.0,40.0,4.1,60.0
53772,20.96333333,44.9,20.2,42.93333333,22.92666667,45.19333333,21.0,42.96666667,18.89,54.5,7.856666667000001,85.45666667,18.93888889,37.765,21.39,49.02722222,19.0,43.96666667,7.63,739.3833333,79.66666667,9.0,40.0,4.27,230.0
53773,21.2,39.59,18.29,43.9,22.39,38.79,20.5,38.59,19.79,47.9,4.59,55.16666667,21.2,37.9,21.39,42.0,20.6,43.4,6.0,753.9,95.0,2.0,20.0,5.3,50.0
53774,22.5,40.79,20.245,43.495,24.53333333,38.26666667,20.1,37.9,19.39,48.09,10.93,37.83,21.23,33.59,22.56666667,40.86,19.7675,42.0,10.1,756.6666667000001,68.0,5.333333333,40.0,4.47,310.0
53775,21.7,34.73,20.5,34.26,20.39,35.73,21.0,33.46666667,18.0,44.79,9.16,25.19666667,22.46333333,27.53333333,24.56666667,32.76666667,19.2,38.5,9.13,768.8666667,57.0,6.666666667,34.33333333,0.9329999999999999,70.0
53776,20.5,35.29,16.96333333,39.79,20.29,37.0675,19.5,34.5,18.2,49.0,-0.966666667,68.59666667,20.7,33.59,22.6,39.2,18.89,40.2,-1.13,768.3333332999999,92.66666667,1.333333333,34.0,-2.17,50.0
53777,20.16666667,45.23,19.89,43.9,20.06666667,45.79666667,19.32333333,46.26,17.98166667,75.74555556,6.623333333,99.9,16.80666667,42.80833333,19.445,52.0,16.39,47.29,6.47,751.8,93.33333333,4.666666667,32.66666667,5.43,110.0
53778,22.84,44.59,22.39,42.96333333,23.0,46.36333333,19.5,48.82666667,21.01666667,47.545,11.89,72.79666667,18.87888889,44.28,19.89,50.4,17.7,49.5,11.4,759.95,76.5,9.5,34.0,7.35,510.0
53779,23.2,41.09,20.772,43.754,24.6,39.4,23.1,40.09,21.1,50.5,7.466666667,50.6,23.13333333,40.23,24.2,43.7,22.5,43.2,7.7,749.1333333,96.33333333,2.0,27.33333333,7.13,60.0
53780,20.5,37.09,18.7,38.0,21.7675,36.2,18.73,36.2,17.2,45.03857143,3.0225,75.95,18.6,30.125,20.29,37.2,17.79,40.714,4.2,759.3666667,80.0,4.666666667,40.0,0.9329999999999999,50.0
53781,21.7,45.15666667,20.2,45.3,21.7,42.76666667,20.1,42.93333333,18.514,55.52,6.03,87.72666667,19.32333333,43.59,21.26,47.12666667,18.6,45.2,5.5,752.7666667000001,96.0,2.333333333,22.66666667,4.93,110.0
53782,24.5,39.0,22.79,39.4,25.63333333,38.79,24.2,37.29,22.39,51.09,12.65142857,26.70714286,23.79,39.656,24.79,44.02571429,22.5,43.076,12.2,751.7666667000001,85.33333333,1.333333333,35.66666667,9.77,50.0
53783,20.2,33.79,18.5,34.59,19.79,36.378,18.89,33.4,17.39,43.05142857,6.03,50.6,17.7,27.79,19.477999999999998,35.0,17.62857143,35.59571429,3.1,756.1,82.0,3.0,22.0,0.3,50.0
53784,23.0,40.4,25.39333333,35.89333333,24.29,37.0,23.2,38.7,19.52,45.333999999999996,15.79428571,15.84285714,23.36142857,36.16857143,23.26428571,39.16857143,22.79,40.696,10.8,758.9,85.16666667,4.0,63.33333333,8.32,50.0
53785,20.6,37.59,17.53333333,41.7,23.0,36.59,19.29,36.62666667,19.29,45.96666667,2.7,51.93,19.29,31.5,21.79,41.93333333,19.1,41.29,2.33,764.4666667,95.5,2.0,56.0,1.67,50.0
53786,21.1,43.36333333,19.79,44.16333333,21.89,42.2,20.2,44.4,18.1,54.22571429,10.1,92.59,18.2,41.59,21.0,55.06,18.1,46.0,10.1,756.1666667000001,95.0,8.333333332999999,50.0,9.4,50.0
53787,24.76272727,48.35745455,24.603603600000003,45.47876877,26.67254545,42.95272727,24.06936937,46.22531532,23.00630631,52.04004505,23.49873874,14.38833333,23.98018018,43.14536036,24.30109091,50.30363636,23.14836364,47.67272727,18.9,752.8,72.0,2.0,40.0,13.8,60.0
53788,19.76,46.0,18.89,45.7,19.96333333,45.16333333,18.6,47.2,17.5,55.09,11.13,86.73,17.79,45.0,17.7,50.59,17.1,48.9,11.1,756.7333332999999,83.0,10.66666667,36.33333333,8.27,40.0
53789,23.6,34.96666667,23.945,31.0725,23.29,34.2,23.5,34.46666667,20.6,45.9,17.46333333,1.0,22.5,29.2,24.5,36.19333333,20.5,36.79,15.5,765.7,35.0,3.666666667,40.0,0.16699999999999998,80.0
53790,22.16666667,42.02666667,19.89,45.06,23.29,38.36333333,22.16666667,39.0,20.79,46.73,11.86428571,33.64714286,21.1,35.29,22.0,39.4,20.5,40.12666667,8.3,750.7,86.0,1.0,40.0,6.0,70.0
53791,21.03333333,40.62666667,18.39,43.96666667,22.2,38.66333333,19.89,38.93333333,19.39,49.62666667,6.59,73.69,20.32333333,39.8,21.89,44.69333333,19.5,43.7,6.3,753.3333332999999,97.0,6.0,47.0,5.8,50.0
53792,24.1,48.19333333,23.075,48.07,25.39,42.62666667,23.39,45.53,23.0,50.0,16.06666667,28.4,23.39,40.9,24.2,47.0,23.1,46.59,13.4,756.1333333,80.0,5.0,30.0,9.87,50.0
53793,21.7,44.5,21.03333333,44.09,22.29,44.9,19.0,45.09,19.1,60.20388889,8.926666667000001,88.53333333,18.80666667,41.03333333,21.7,54.845,19.2,50.23,8.58,741.2166667,91.83333333,8.0,22.33333333,7.23,40.0
53794,22.2,39.09,19.76,41.32666667,22.2,38.66333333,22.03333333,37.2,19.73,48.29,6.623333333,52.59666667,20.39,37.2,23.06666667,45.4,19.39,39.56,6.23,756.9,85.0,1.6666666669999999,28.0,3.9,50.0
53795,21.7,35.59,18.7,37.86333333,22.23,35.59,20.6,34.2,19.79,48.66333333,2.7,24.8,19.39,29.39,22.89,42.73,19.6,39.2,3.6,765.5666667,87.0,1.0,40.0,1.6,50.0
53796,21.2,38.2,21.03,39.03,21.79,36.5,21.3925,36.1175,19.0,46.5,6.456666667,65.9,19.6,34.79,21.39,40.23,19.79,38.23,7.48,758.1,72.83333333,1.8333333330000001,29.5,2.9,50.0
53797,21.7225,38.7675,18.2,43.23,22.39,37.43333333,22.79,37.09,20.42666667,44.43333333,0.566666667,51.76666667,20.90571429,31.0,22.6,39.59,20.5,38.93333333,1.7,760.5333333,94.33333333,1.0,30.0,0.867,50.0
53798,22.29,43.59,20.23,44.53,23.39,40.79,22.39,40.32666667,21.0,45.4,8.39,50.02666667,21.79,36.5,23.1,44.36857143,20.79,43.16333333,9.73,751.6,83.66666667,4.666666667,40.0,7.0,60.0
53799,20.79,43.29,18.89,46.4,21.6,39.93333333,19.6,42.79,19.2,46.59,10.86,64.56666667,19.89,38.79,21.2,44.4,19.39,42.79,12.0,751.7666667000001,91.33333333,3.666666667,21.33333333,10.6,60.0
53800,18.9175,43.05,18.7,41.32666667,20.59666667,47.19666667,18.79,42.09,17.2,52.82666667,2.626666667,95.33333333,17.46333333,38.36333333,18.16666667,45.29,16.89,46.0,2.3,748.9,93.0,4.0,40.0,1.3,260.0
53801,20.89,36.4,18.2,39.79,22.1,34.4,20.79,34.834,19.89,41.93333333,7.226666667000001,51.53,21.2,31.5,23.29,37.5,20.0,35.86333333,4.5,754.6,88.0,4.0,27.0,2.6,70.0
53802,19.6,42.145,19.06666667,40.63333333,20.63333333,46.36333333,19.29,39.76,19.46333333,84.09666667,1.133333333,87.36666667,18.23,37.73,19.7,46.2,16.6,40.0,2.78,756.3166667,87.66666667,5.166666667,30.83333333,0.917,330.0
53803,21.1,40.73,20.1,41.03,20.80428571,39.22857143,17.89,44.26,17.6,57.513999999999996,9.63,92.86666667,17.7,39.0,20.35666667,47.73,17.7,44.09,9.2,755.0166667000001,90.83333333,5.833333333,29.0,7.82,80.0
53804,23.82333333,40.32666667,21.29,42.79,25.5,39.9,23.76,39.2,20.434,37.9,5.6566666670000005,35.69333333,23.1,35.2,24.39,43.86714286,22.6,43.9,7.32,757.55,92.16666667,1.0,28.5,6.13,50.0
